date | value
2019-06-16 | 1
2019-06-19 | 1
2019-06-22 | 1
2019-06-25 | 1
2019-06-28 | 1
2019-07-01 | 1
2019-07-04 | 1
2019-07-07 | 1
2019-07-10 | 1
2019-07-13 | 1
2019-07-16 | 1
2019-07-19 | 1
2019-07-22 | 1
2019-07-25 | 1
2019-07-28 | 1
2019-07-31 | 1
2019-08-03 | 1
2019-08-06 | 1
2019-08-09 | 1
2019-08-12 | 1
2019-08-15 | 1
2019-08-18 | 1
2019-08-21 | 1
2019-08-24 | 1
2019-08-27 | 1
2019-08-30 | 1
2019-09-02 | 1
2019-09-05 | 1
2019-09-08 | 1
2019-09-11 | 1
2019-09-14 | 1
2019-09-17 | 1
2019-09-20 | 1
2019-09-23 | 1
2019-09-26 | 1
2019-09-29 | 1
2019-10-02 | 1
2019-10-05 | 1
2019-10-08 | 1
2019-10-11 | 1
2019-10-14 | 1
2019-10-17 | 1
2019-10-20 | 1
2019-10-23 | 1
2019-10-26 | 1
2019-10-28 | 1
2019-10-31 | 1
2019-11-03 | 1
2019-11-06 | 1
2019-11-09 | 1
2019-11-12 | 1
2019-11-15 | 1
2019-11-18 | 1
2019-11-21 | 1
2019-11-24 | 1
2019-11-27 | 1
2019-11-30 | 1
2019-12-03 | 1
2019-12-06 | 1
2019-12-09 | 1
2019-12-12 | 1
2019-12-15 | 1
2019-12-18 | 1
2019-12-21 | 1
2019-12-24 | 1
2019-12-27 | 1
2019-12-30 | 1
2020-01-02 | 1
2020-01-05 | 1
2020-01-08 | 1
2020-01-11 | 1
2020-01-14 | 1
2020-01-17 | 1
2020-01-20 | 1
2020-01-23 | 1
2020-01-26 | 1
2020-01-29 | 1
2020-02-01 | 1
2020-02-04 | 1
2020-02-07 | 1
2020-02-10 | 1
2020-02-13 | 1
2020-02-16 | 1
2020-02-19 | 1
2020-02-22 | 1
2020-02-25 | 1
2020-02-28 | 1
2020-03-02 | 1
2020-03-05 | 1
2020-03-08 | 1
2020-03-11 | 1
2020-03-14 | 1
2020-03-17 | 1
2020-03-20 | 1
2020-03-23 | 1
2020-03-26 | 1
2020-03-30 | 1
2020-04-02 | 1
2020-04-05 | 1
2020-04-08 | 1
2020-04-11 | 1
2020-04-14 | 1
2020-04-17 | 1
2020-04-20 | 1
2020-04-23 | 1
2020-04-26 | 1
2020-04-29 | 1
2020-05-02 | 1
2020-05-05 | 1
2020-05-08 | 1
2020-05-11 | 1
2020-05-14 | 1
2020-05-17 | 1
2020-05-20 | 1
2020-05-23 | 1
2020-05-26 | 1
2020-05-29 | 1
2020-06-01 | 1
2020-06-04 | 1
2020-06-07 | 1
2020-06-10 | 1
2020-06-13 | 1
2020-06-16 | 1
2020-06-19 | 1
2020-06-22 | 1
2020-06-25 | 1
2020-06-28 | 1
2020-07-01 | 1
2020-07-04 | 1
2020-07-07 | 1
2020-07-10 | 1
2020-07-13 | 1
2020-07-16 | 1
2020-07-19 | 1
2020-07-22 | 1
2020-07-25 | 1
2020-07-28 | 1
2020-07-31 | 1
2020-08-03 | 1
2020-08-06 | 1
2020-08-09 | 1
2020-08-12 | 1
2020-08-15 | 1
2020-08-18 | 1
2020-08-21 | 1
2020-08-24 | 1
2020-08-27 | 1
2020-08-30 | 1
2020-09-02 | 1
2020-09-05 | 1
2020-09-08 | 1
2020-09-11 | 1
2020-09-14 | 1
2020-09-17 | 1
2020-09-20 | 1
2020-09-23 | 1
2020-09-26 | 1
2020-09-29 | 1
2020-10-02 | 1
2020-10-05 | 1
2020-10-08 | 1
2020-10-11 | 1
2020-10-14 | 1
2020-10-17 | 1
2020-10-20 | 1
2020-10-23 | 1
2020-10-25 | 1
2020-10-28 | 1
2020-10-31 | 1
2020-11-03 | 1
2020-11-06 | 1
2020-11-09 | 1
2020-11-12 | 1
2020-11-15 | 1
2020-11-18 | 1
2020-11-21 | 1
2020-11-24 | 1
2020-11-27 | 1
2020-11-30 | 1
2020-12-03 | 1
2020-12-06 | 1
2020-12-09 | 1
2020-12-12 | 1
2020-12-15 | 1
2020-12-18 | 1
2020-12-21 | 1
2020-12-24 | 1
2020-12-27 | 1
2020-12-30 | 1
2021-1-2 | 1
2021-1-5 | 1
2021-1-8 | 1
2021-1-11 | 1
2021-1-14 | 1
2021-1-17 | 1
2021-1-20 | 1
2021-1-23 | 1
2021-1-26 | 1
2021-1-29 | 1
2021-02-1 | 1
2021-02-04 | 1
2021-02-07 | 1
2021-02-10 | 1
2021-02-13 | 1
2021-02-16 | 1
2021-02-19 | 1
2021-02-22 | 1
2021-02-25 | 1
2021-02-28 | 1
2021-03-03 | 1
2021-03-06 | 1
2021-03-09 | 1
2021-03-12 | 1
2021-03-15 | 1
2021-03-18 | 1
2021-03-21 | 1
2021-03-24 | 1
2021-03-27 | 1
2021-03-31 | 1
2021-04-03 | 1
2021-04-06 | 1
2021-04-09 | 1
2021-04-12 | 1
2021-04-15 | 1
2021-04-18 | 1
2021-04-21 | 1
2021-04-24 | 1
2021-04-27 | 1
2021-04-30 | 1
2021-05-03 | 1
2021-05-06 | 1
2021-05-09 | 1
2021-05-12 | 1
2021-05-15 | 1
2021-05-18 | 1
2021-05-21 | 1
2021-05-24 | 1
2021-05-27 | 1
2021-05-30 | 1
2021-06-02 | 1
2021-06-05 | 1
2021-06-08 | 1
2021-06-11 | 1
2021-06-14 | 1
2021-06-17 | 1
2021-06-20 | 1
2021-06-23 | 1
2021-06-26 | 1
2021-06-29 | 1
2021-07-02 | 1
2021-07-05 | 1
2021-07-08 | 1
2021-07-11 | 1
2021-07-14 | 1
2021-07-17 | 1
2021-07-20 | 1
2021-07-23 | 1
2021-07-26 | 1
2021-07-29 | 1
2021-08-01 | 1
2021-08-04 | 1
2021-08-07 | 1
2021-08-10 | 1
2021-08-13 | 1
2021-08-16 | 1
2021-08-19 | 1
2021-08-22 | 1
2021-08-25 | 1
2021-08-28 | 1
2021-08-31 | 1
2021-09-03 | 1
2021-09-06 | 1
2021-09-09 | 1
2021-09-12 | 1
2021-09-15 | 1
2021-09-18 | 1
2021-09-21 | 1
2021-09-24 | 1
2021-09-27 | 1
2021-09-30 | 1
2021-10-03 | 1
2021-10-06 | 1
2021-10-09 | 1
2021-10-12 | 1
2021-10-15 | 1
2021-10-18 | 1
2021-10-21 | 1
2021-10-24 | 1
2021-10-27 | 1
2021-10-30 | 1
2021-11-01 | 1
2021-11-04 | 1
2021-11-07 | 1
2021-11-10 | 1
2021-11-13 | 1
2021-11-16 | 1
2021-11-19 | 1
2021-11-22 | 1
2021-11-25 | 1
2021-11-28 | 1
2021-12-01 | 1
2021-12-04 | 1
2021-12-07 | 1
2021-12-10 | 1
2021-12-13 | 1
2021-12-16 | 1
2021-12-19 | 1
2021-12-22 | 1
2021-12-25 | 1
2021-12-28 | 1
2021-12-31 | 1
2022-01-03 | 1
2022-01-06 | 1
2022-01-09 | 1
2022-01-12 | 1
2022-01-15 | 1
2022-01-18 | 1
2022-01-21 | 1
2022-01-24 | 1
2022-01-27 | 1
2022-01-30 | 1
2022-02-02 | 1
2022-02-05 | 1
2022-02-08 | 1
2022-02-11 | 1
2022-02-14 | 1
2022-02-17 | 1
2022-02-20 | 1
2022-02-23 | 1
2022-02-26 | 1
2022-03-01 | 1
2022-03-04 | 1
2022-03-07 | 1
2022-03-10 | 1
2022-03-13 | 1
2022-03-16 | 1
2022-03-19 | 1
2022-03-22 | 1
2022-03-25 | 1
2022-03-29 | 1
